rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,target,eng_period_duration_ratio,eng_prad_srad_ratio,eng_transit_shape,eng_duration_period_ratio,eng_stellar_density,eng_transit_probability,eng_temp_ratio,eng_signal_quality,eng_habitable_zone
1432,2197.01,2197,389352124,389352124.01,1,KP,20h44m10.26s,311.042756,-39d13m31.75s,-39.225486,30.468,0.069,-0.069,0.0,1.0,-57.355,0.046,-0.046,0.0,1.0,2460148.5999,0.000243,-0.000243,0,1,4.954648,1.8e-06,-1.8e-06,0,1,3.639,0.027,-0.027,0,1,7357.0,53.0286,-53.0286,0,1,13.0889,0.584736,-0.584736,0,1,612.686,1386.0,9.0532,0.006,-0.006,0,1,162.303,1.286,-1.286,0,1,6562.0,117.8,-117.8,0,1,4.24,0.09,-0.09,0,1,1.47,0.07,-0.07,0,1,2020-09-18 16:26:01,2023-10-16 16:02:02,1.0,32.67698598516076,0.0816881982150658,23.570474336599656,0.0306025776200448,34892.00897819103,0.5057960859327705,0.2112160926546784,1.759627562383265,0
1433,2198.01,2198,100566492,100566492.01,1,KP,20h38m02.7s,309.511234,-48d27m43.5s,-48.462083,5.826,0.045,-0.045,0.0,1.0,-4.801,0.043,-0.043,0.0,1.0,2459040.905327,0.001024,-0.001024,0,1,4.9549631,0.0004805,-0.0004805,0,1,5.9565174,0.0824554,-0.0824554,0,1,8236.2566801,141.72084,-141.72084,0,1,18.4504689,0.8623694,-0.8623694,0,1,1489.5542795,1584.4693148,11.117,0.006,-0.006,0,1,523.756,8.6515,-8.6515,0,1,6282.4,105.629,-105.629,0,1,3.92936,0.0781092,-0.0781092,0,1,1.99207,0.0877286,-0.0877286,0,1,2020-09-18 16:26:02,2021-10-29 12:59:15,1.0,19.964537398984177,0.0849720927882724,15.23605464548022,0.0500888139812786,7957.5202899476335,0.6854003345859923,0.2522076459314911,0.2943946225063444,0
1434,2199.01,2199,369455629,369455629.01,1,KP,20h46m41.6s,311.673345,-41d49m15.54s,-41.820983,30.957,0.061,-0.061,0.0,1.0,-21.65,0.044,-0.044,0.0,1.0,2459038.510574,0.001144,-0.001144,0,1,3.3771114,0.0003257,-0.0003257,0,1,2.4508029,0.1568256,-0.1568256,0,1,4515.155077,164.13101,-164.13101,0,1,8.6110106,1.0350502,-1.0350502,0,1,756.2609502,1337.4811458,11.4513,0.006,-0.006,0,1,327.602,4.536,-4.536,0,1,5614.86,109.556,-109.556,0,1,4.21917,0.0767334,-0.0767334,0,1,1.28017,0.0636181,-0.0636181,0,1,2020-09-18 16:26:02,2021-10-29 12:59:15,1.0,33.071069729842414,0.0617106300317195,27.41750617867989,0.0302379090899992,36169.68520610521,0.5687272719817626,0.2382038280206452,0.1186185664547709,0
1435,220.01,220,150098860,150098860.01,1,CP,06h07m11.93s,91.799699,-61d59m49.96s,-61.99721,-17.815,0.046,-0.046,0.0,1.0,-68.361,0.042,-0.042,0.0,1.0,2460175.494403,0.001301,-0.001301,0,1,10.6953083,1.22e-05,-1.22e-05,0,1,2.044,0.367,-0.367,0,1,920.0,44.1205,-44.1205,0,1,2.84818,0.165318,-0.165318,0,1,66.8553,796.0,9.6878,0.006,-0.006,0,1,90.7402,0.1712,-0.1712,0,1,5272.71,45.6,-45.6,0,1,3.98846,0.066564,-0.066564,0,1,0.88,0.05,-0.05,0,1,2019-05-07 17:42:37,2024-09-05 10:08:02,1.0,125.58091937377692,0.0296932860717264,14.839286583271136,0.0079629931440748,1980482.3419316567,0.1812816311183073,0.150966011785211,0.1226500776077489,0
1438,2202.01,2202,358107516,358107516.01,1,CP,03h24m54.82s,51.228421,-73d57m27.17s,-73.957546,-10.809,0.04,-0.04,0.0,1.0,6.495,0.037,-0.037,0.0,1.0,2459041.912359,0.000392,-0.000392,0,1,11.9124942,9.2e-06,-9.2e-06,0,1,3.7520869,0.0470167,-0.0470167,0,1,19304.2778014,198.8726,-198.8726,0,1,11.3754057,0.7072209,-0.7072209,0,1,42.7254261,652.0656914,12.173,0.006,-0.006,0,1,235.933,1.046,-1.046,0,1,5064.0,125.418,-125.418,0,1,4.53576,0.0851766,-0.0851766,0,1,0.823883,0.049985,-0.049985,0,1,2020-09-18 16:26:02,2024-02-15 10:08:02,1.0,76.19755843074955,0.126670316274867,37.0300152657962,0.0131237800868492,442408.1988866539,0.1579539194553237,0.1287649469589257,0.2608876727940242,0
1440,2204.01,2204,467971286,467971286.01,1,KP,19h17m11.38s,289.297427,-60d53m30.34s,-60.89176,8.699,0.027,-0.027,0.0,1.0,-17.887,0.023,-0.023,0.0,1.0,2459037.141234,0.001177,-0.001177,0,1,2.2250514,0.0002006,-0.0002006,0,1,2.3678871,0.116378,-0.116378,0,1,13144.590055,400.49127,-400.49127,0,1,10.0926189,0.5832302,-0.5832302,0,1,470.7466523,1188.0003255,13.191,0.006,-0.006,0,1,414.537,3.516,-3.516,0,1,5103.0,122.0,-122.0,0,1,4.48023,0.0853377,-0.0853377,0,1,0.883426,0.06,-0.06,0,1,2020-09-18 16:26:02,2021-10-29 12:59:15,1.0,22.55227185451536,0.1048110808884435,48.41863385465284,0.0443414307193083,11470.197455277314,0.518334534248326,0.232804296590241,0.0695579935788964,0
1441,2205.01,2205,260298958,260298958.01,1,FP,06h17m15.76s,94.315682,-56d30m35.49s,-56.509859,-2.397,0.07,-0.07,0.0,1.0,27.724,0.077,-0.077,0.0,1.0,2459036.525582,0.000133,-0.000133,0,1,0.8891483,1e-06,-1e-06,0,1,1.1970992,0.017635,-0.017635,0,1,44722.5890994,623.0692,-623.0692,0,1,14.8249782,0.4989428,-0.4989428,0,1,280.571145,1043.8317455,15.0804,0.009,-0.009,0,1,409.034,5.74,-5.74,0,1,3653.0,157.0,-157.0,0,1,4.60969,0.0131045,-0.0131045,0,1,0.649887,0.0207052,-0.0207052,0,1,2020-09-18 16:26:02,2025-07-09 16:00:02,0.0,17.82605752305239,0.2092809585542203,176.65800775592467,0.0560976536010172,5664.556472811381,0.7028376985927927,0.2857464400492745,0.0415304787905117,0
1442,2206.01,2206,381856447,381856447.01,1,KP,21h29m00.9s,322.253764,-58d50m10.13s,-58.836147,107.107,0.043,-0.043,0.0,1.0,11.185,0.042,-0.042,0.0,1.0,2459037.77354,0.000323,-0.000323,0,1,1.7690121,4.56e-05,-4.56e-05,0,1,1.0172953,0.0287311,-0.0287311,0,1,10110.2139841,233.03137,-233.03137,0,1,10.5045599,3.8474433,-3.8474433,0,1,313.4011658,1073.1116296,10.7218,0.006,-0.006,0,1,91.299,0.2409,-0.2409,0,1,4683.0,128.9,-128.9,0,1,4.62,0.09,-0.09,0,1,0.701795,0.0530779,-0.0530779,0,1,2020-09-18 16:26:02,2021-10-29 12:59:15,1.0,41.73448004723899,0.1373223080448164,98.84009081768986,0.0239610029612949,72691.7327971172,0.4797957544589,0.2291504654281443,0.5200443083629692,0
1443,2207.01,2207,90850770,90850770.01,1,CP,20h30m23.21s,307.596693,-44d53m15.42s,-44.887618,15.994,0.073,-0.073,0.0,1.0,-25.723,0.047,-0.047,0.0,1.0,2459043.770189,0.001046,-0.001046,0,1,8.000489,1.85e-05,-1.85e-05,0,1,4.6706895,0.1460354,-0.1460354,0,1,4606.7419685,159.38469,-159.38469,0,1,10.9709265,0.6638135,-0.6638135,0,1,455.1446051,1178.0320316,10.9651,0.006,-0.006,0,1,373.345,6.38,-6.38,0,1,6146.0,131.4,-131.4,0,1,4.12,0.08,-0.08,0,1,1.55738,0.0751005,-0.0751005,0,1,2020-09-18 16:26:02,2025-06-04 16:00:01,1.0,41.10993376887931,0.064628222935226,14.531684044559954,0.0243250209455947,69476.88383338103,0.3893291349993707,0.1916745902375528,0.1893886234147652,0
1446,221.01,221,316937670,316937670.01,1,FP,23h45m58.19s,356.492464,-56d20m38.57s,-56.344047,269.66,0.042,-0.042,0.0,1.0,145.156,0.039,-0.039,0.0,1.0,2458325.342966,0.001421,-0.001421,0,1,0.62425,3.3e-05,-3.3e-05,0,1,0.774288,0.553938,-0.553938,0,1,954.060325,141.39258,-141.39258,0,1,1.671618,2.989466,-2.989466,0,1,353.894099,1106.2112728,12.1535,0.007,-0.007,0,1,50.1632,0.08,-0.08,0,1,3765.0,73.0,-73.0,0,1,4.75169,0.35062,-0.35062,0,1,0.525,0.079,-0.079,0,1,2018-11-14 15:06:55,2022-10-03 16:02:02,0.0,19.34938937449631,0.0292113237221494,39.89196133030335,0.0516812174609531,7244.3895008615345,0.7187650246877445,0.2938144150863214,0.0131273128632125,0
1448,2211.01,2211,212253390,212253390.01,1,CP,20h34m09.38s,308.539086,-29d40m21.41s,-29.672613,81.508,0.06,-0.06,0.0,1.0,-116.589,0.047,-0.047,0.0,1.0,2459038.108613,0.003786,-0.003786,0,1,3.0911721,0.0009293,-0.0009293,0,1,1.9714799,0.4855467,-0.4855467,0,1,349.193899,42.76278,-42.76278,0,1,1.666703,1.3173378,-1.3173378,0,1,295.0992437,1057.0895356,9.2551,0.006,-0.006,0,1,70.2932,0.19415,-0.19415,0,1,5253.0,123.391,-123.391,0,1,4.54958,0.0842028,-0.0842028,0,1,0.834386,0.0474272,-0.0474272,0,1,2020-09-18 16:26:02,2025-04-20 12:03:53,1.0,37.63068058670038,0.0183258746084056,9.478529585521176,0.0265740609632615,53287.60716609972,0.3932042638183159,0.2012353960784313,0.0693468354238856,0
1452,2215.01,2215,425561347,425561347.01,1,CP,19h04m17.55s,286.073121,-32d21m15.4s,-32.354279,-8.233,0.078,-0.078,0.0,1.0,-6.052,0.069,-0.069,0.0,1.0,2459040.86632,0.001158,-0.001158,0,1,5.7772122,1.28e-05,-1.28e-05,0,1,2.56341,0.2812051,-0.2812051,0,1,1470.3821261,100.14597,-100.14597,0,1,2.8693434,0.8500409,-0.8500409,0,1,75.3605118,751.4597253,9.977,0.006,-0.006,0,1,70.9015,0.2788,-0.2788,0,1,4882.7,114.8,-114.8,0,1,4.6,0.09,-0.09,0,1,0.729818,0.0520703,-0.0520703,0,1,2020-09-18 19:18:08,2024-04-25 10:08:01,1.0,54.08931571617494,0.0360696110210309,14.95880955956851,0.0184879395636532,158246.6269197356,0.2266743386682202,0.1539024976549859,0.1501862642750108,0
1457,222.01,222,144440290,144440290.01,1,FP,23h56m39s,359.162484,-44d43m09.85s,-44.719403,161.769,0.049,-0.049,0.0,1.0,-75.541,0.055,-0.055,0.0,1.0,2458376.544,0.001697,-0.001697,0,1,3.6404389,2.235e-05,-2.235e-05,0,1,0.68,0.230499,-0.230499,0,1,5530.0,67.53903700000001,-67.53903700000001,0,1,8.85869,0.6874487,-0.6874487,0,1,86.1510668,777.0248613,8.7635,0.006,-0.006,0,1,84.0311,0.32705,-0.32705,0,1,5709.0,80.0,-80.0,0,1,4.438,0.0853377,-0.0853377,0,1,1.0929,0.107376,-0.107376,0,1,2018-11-16 21:15:19,2022-10-03 16:02:02,0.0,128.4860788235294,0.0743639722949043,109.35877907398944,0.0077829443404017,2121134.5898683458,0.4618255204936869,0.1361052480819758,1.7271304113335135,0
1459,2221.01,2221,441420236,441420236.01,1,CP,20h45m09.87s,311.291137,-31d20m32.82s,-31.34245,281.424,0.075,-0.075,0.0,1.0,-359.895,0.054,-0.054,0.0,1.0,2459041.281746,0.000957,-0.000957,0,1,8.4536777,2.235e-05,-2.235e-05,0,1,3.5738006,0.0698212,-0.0698212,0,1,2872.2887525,217.04503,-217.04503,0,1,4.0269258,0.2118907,-0.2118907,0,1,76.6379132,754.6240935,6.755,0.032,-0.032,0,1,9.7221,0.004625,-0.004625,0,1,3588.0,87.0,-87.0,0,1,4.60198,0.0633204,-0.0633204,0,1,0.698009,0.0210957,-0.0210957,0,1,2020-09-18 19:18:08,2025-08-29 16:00:02,1.0,56.77100865672247,0.0529280759911339,14.996286585514367,0.0176146245004506,182969.9761024824,0.1682017712934675,0.2103188666387959,5.704638092522996,0
1467,2228.01,2228,61733521,61733521.01,1,FP,19h16m04.34s,289.018075,-46d28m50.72s,-46.480756,50.01,0.08,-0.08,0.0,1.0,-29.553,0.074,-0.074,0.0,1.0,2458655.87771,0.00586,-0.00586,0,1,3.36296,7e-05,-7e-05,0,1,2.594,0.432,-0.432,0,1,750.0,3.13635,-3.13635,0,1,2.69668,0.229997,-0.229997,0,1,414.8,1257.0,10.8911,0.006,-0.006,0,1,167.24,1.453,-1.453,0,1,5420.0,131.4,-131.4,0,1,4.5,0.08,-0.08,0,1,0.9,0.05,-0.05,0,1,2020-09-18 21:10:22,2021-10-29 12:59:15,0.0,31.11451040863532,0.0274890927624872,10.55748954327614,0.0321393454972206,30122.35448456145,0.4009541457272612,0.2319188191881918,0.0330081560179823,0
1470,2230.01,2230,129432342,129432342.01,1,FP,20h17m48.68s,304.452849,-44d58m06.43s,-44.968454,9.323,0.062,-0.062,0.0,1.0,-9.39,0.047,-0.047,0.0,1.0,2459037.29826,0.00303,-0.00303,0,1,1.79217,0.00039,-0.00039,0,1,1.797,0.251,-0.251,0,1,1710.0,3.44327,-3.44327,0,1,21.4342,0.6874487,-0.6874487,0,1,436.663,1273.0,10.9198,0.006,-0.006,0,1,713.6,21.8525,-21.8525,0,1,4884.0,122.0,-122.0,0,1,4.35,0.0853377,-0.0853377,0,1,4.7,0.06,-0.06,0,1,2020-09-18 21:10:22,2021-10-29 12:59:15,0.0,23.93549248747913,0.0418391567440952,23.01176753270488,0.0417789607012727,13712.830357714403,3.1855057192258074,0.2606470106470106,0.0732952972372095,0
1476,2236.01,2236,394722182,394722182.01,1,CP,01h20m39.84s,20.166011,-86d58m47.87s,-86.979965,-3.719,0.04,-0.04,0.0,1.0,-7.732,0.034,-0.034,0.0,1.0,2459389.337457,0.000412,-0.000412,0,1,3.5315897,3.1e-06,-3.1e-06,0,1,2.689,0.081,-0.081,0,1,7230.0,0.391653,-0.391653,0,1,14.2116,0.644345,-0.644345,0,1,551.242,1349.0,10.8673,0.006,-0.006,0,1,355.59,2.444,-2.444,0,1,6209.0,127.2,-127.2,0,1,4.09,0.08,-0.08,0,1,1.62,0.07,-0.07,0,1,2020-09-18 21:10:23,2023-03-03 12:03:04,1.0,31.52032458162886,0.0804825008494733,31.621199954602176,0.0317255616264445,31316.415243634,0.6985564712476617,0.2172652601062973,0.3252507429709379,0
1477,2237.01,2237,389238529,389238529.01,1,FP,20h11m59.87s,302.999475,-37d33m41.99s,-37.561663,-15.798,0.087,-0.087,0.0,1.0,-13.701,0.053,-0.053,0.0,1.0,2459036.5003,0.00305,-0.00305,0,1,0.49642,0.00011,-0.00011,0,1,0.572,0.15,-0.15,0,1,1000.0,17.0583,-17.0583,0,1,5.57222,0.734314,-0.734314,0,1,2758.3,2018.0,10.9987,0.006,-0.006,0,1,416.129,8.4485,-8.4485,0,1,7000.0,205.8,-205.8,0,1,4.33,0.11,-0.11,0,1,1.41,0.09,-0.09,0,1,2020-09-18 21:10:23,2021-10-29 12:59:15,0.0,20.82881118881119,0.0362562300735246,55.28457447846817,0.0480104212830533,9036.358439376629,2.2489834826460187,0.2882857142857143,0.0398584127368157,0
1479,2239.01,2239,388130235,388130235.01,1,FP,04h21m38.45s,65.410196,-67d28m01.34s,-67.467038,2.785,0.051,-0.051,0.0,1.0,-4.604,0.046,-0.046,0.0,1.0,2459323.834757,0.001461,-0.001461,0,1,92.1950921,0.000233,-0.000233,0,1,4.206,0.448,-0.448,0,1,3760.0,1.95018,-1.95018,0,1,18.9408,0.6874487,-0.6874487,0,1,1.49663,308.0,10.7891,0.006,-0.006,0,1,454.103,4.654,-4.654,0,1,5030.6,69.0,-69.0,0,1,4.35,0.0853377,-0.0853377,0,1,3.0,0.06,-0.06,0,1,2020-09-18 21:10:23,2024-09-18 10:08:02,0.0,526.0775583452211,0.0579229357798165,14.578896544703651,0.0019008604038262,145595961.0907722,0.1469995661723842,0.0612253011569196,0.181780730747367,1
1481,2240.01,2240,98494121,98494121.01,1,FP,19h23m56.83s,290.986777,-36d54m37.51s,-36.910419,68.354,0.056,-0.056,0.0,1.0,-7.2,0.056,-0.056,0.0,1.0,2458659.34688,0.00151,-0.00151,0,1,3.06555,2e-05,-2e-05,0,1,2.483,0.217,-0.217,0,1,2920.0,134.644,-134.644,0,1,5.41363,0.951451,-0.951451,0,1,1605.05,1763.0,10.9931,0.006,-0.006,0,1,123.796,0.5295,-0.5295,0,1,5285.0,130.2,-130.2,0,1,4.7,0.08,-0.08,0,1,0.71,0.04,-0.04,0,1,2020-09-18 21:10:23,2021-10-29 12:59:15,0.0,29.630769230769232,0.0699525778524357,21.76279675570889,0.033748701973001,26015.29640782886,0.3364491323999784,0.3335856196783349,0.1169884134939033,0
1487,2246.01,2246,349786918,349786918.01,1,FP,07h32m10.44s,113.043495,-65d48m41.02s,-65.811395,16.2,0.051,-0.051,0.0,1.0,50.797,0.056,-0.056,0.0,1.0,2460012.788541,0.007101,-0.007101,0,1,2.9663437,1.84e-05,-1.84e-05,0,1,4.44,0.557,-0.557,0,1,206.0,10.2948,-10.2948,0,1,2.02837,0.121919,-0.121919,0,1,2291.32,1927.0,9.9676,0.006,-0.006,0,1,226.06,1.255,-1.255,0,1,5807.0,126.2,-126.2,0,1,4.14,0.35,-0.35,0,1,1.59,0.07,-0.07,0,1,2020-09-18 21:10:23,2023-03-22 10:10:11,0.0,16.03429027027027,0.0117037101148231,3.2325901113530007,0.0623663400839221,4122.391407373332,0.7701632848121321,0.3318408816945066,0.0212239991885067,0
1490,2249.01,2249,152714791,152714791.01,1,FP,20h18m30.93s,304.628882,-30d38m55.85s,-30.648846,9.783,0.066,-0.066,0.0,1.0,-13.688,0.044,-0.044,0.0,1.0,2459036.88269,0.00394,-0.00394,0,1,1.27349,0.00032,-0.00032,0,1,1.655,0.286,-0.286,0,1,920.0,1.69855,-1.69855,0,1,13.6856,0.6874487,-0.6874487,0,1,891.053,1522.0,10.3486,0.008,-0.008,0,1,502.103,10.9335,-10.9335,0,1,4982.0,122.0,-122.0,0,1,4.35,0.0853377,-0.0853377,0,1,4.35,0.06,-0.06,0,1,2020-08-25 19:22:41,2021-10-29 12:59:15,0.0,18.467528700906342,0.0288634398397131,18.32719140556266,0.0541490968388706,6298.34357780053,3.702475819989332,0.3054997992773986,0.0667341030045991,0
1492,2250.01,2250,264303333,264303333.01,1,FP,19h45m25.2s,296.355007,+67d18m39.5s,67.310971,-26.099,0.041,-0.041,0.0,1.0,-23.123,0.046,-0.046,0.0,1.0,2460367.057256,0.002281,-0.002281,0,1,0.8153098,2.2e-06,-2.2e-06,0,1,1.373,0.344,-0.344,0,1,189.0,12.6055,-12.6055,0,1,1.19041,0.0856287,-0.0856287,0,1,2785.3,2023.0,10.1583,0.006,-0.006,0,1,142.086,0.433,-0.433,0,1,5729.0,149.042,-149.042,0,1,4.47487,0.0771837,-0.0771837,0,1,0.97,0.05,-0.05,0,1,2020-09-23 20:39:01,2024-04-22 10:08:02,0.0,14.251591551347412,0.0112589615057221,10.012911205293168,0.0701676017304506,2894.6102864777595,1.111450074327097,0.3531157270029673,0.0163358525283225,0
1499,2257.01,2257,198485881,198485881.01,1,CP,12h58m57.51s,194.739614,+77d39m42.18s,77.661716,-35.993,0.063,-0.063,0.0,1.0,31.425,0.046,-0.046,0.0,1.0,2459606.202888,0.007824,-0.007824,0,1,35.1896444,0.000224,-0.000224,0,1,3.3254029,0.4016906,-0.4016906,0,1,4524.9353925,350.61157,-350.61157,0,1,2.2253696,0.3869438,-0.3869438,0,1,0.6703132,230.7752258,12.9672,0.007,-0.007,0,1,57.7911,0.1051,-0.1051,0,1,3446.0,157.0,-157.0,0,1,4.89707,0.0028043,-0.0028043,0,1,0.326932,0.0096578,-0.0096578,0,1,2020-09-23 20:39:02,2022-11-09 16:02:01,1.0,253.96966653273805,0.0624479551172272,20.2284180391762,0.0039374780998544,16381193.71918133,0.0304448738681161,0.066969015031921,0.0294260780581291,1
1500,2258.01,2258,219821826,219821826.01,1,FP,17h52m07.09s,268.029535,+62d47m27.38s,62.79094,14.2,0.043,-0.043,0.0,1.0,-7.692,0.053,-0.053,0.0,1.0,2459659.732563,0.000417,-0.000417,0,1,9.6799809,6.9e-06,-6.9e-06,0,1,1.806,0.172,-0.172,0,1,15870.0,2.73188,-2.73188,0,1,14.6081,0.737069,-0.737069,0,1,31.1433,658.0,12.2169,0.007,-0.007,0,1,455.408,5.3135,-5.3135,0,1,5980.0,128.2,-128.2,0,1,4.39,0.08,-0.08,0,1,1.11,0.05,-0.05,0,1,2020-09-23 20:39:02,2022-06-29 16:02:02,0.0,128.63761993355482,0.1207380775270683,69.75425704661583,0.00777377566933,2128648.672929316,0.2443843055216656,0.1100334448160535,0.2059761454839925,0
1502,226.01,226,47484268,47484268.01,1,FP,22h51m52.13s,342.967188,-24d47m16.01s,-24.78778,158.71,0.114,-0.114,0.0,1.0,-71.085,0.094,-0.094,0.0,1.0,2458358.500535,0.002621,-0.002621,0,1,3.6404389,2.235e-05,-2.235e-05,0,1,2.67,0.230499,-0.230499,0,1,13400.0,67.53903700000001,-67.53903700000001,0,1,4.214299,0.6874487,-0.6874487,0,1,1.3025049,272.4674275,12.4253,0.008,-0.008,0,1,51.3563,0.20135,-0.20135,0,1,3396.0,64.0,-64.0,0,1,4.91468,0.392296,-0.392296,0,1,0.334,0.056,-0.056,0,1,2018-11-16 21:15:42,2022-10-03 16:02:02,0.0,32.72304629213483,0.115758364005933,43.355194392472754,0.0305595020424597,35039.764625399286,0.141138003335064,0.0802318691107184,0.1435439187712306,1
1503,2260.01,2260,232568235,232568235.01,1,CP,16h30m40.08s,247.667,+49d02m48.44s,49.046789,-25.3,0.047,-0.047,0.0,1.0,61.392,0.064,-0.064,0.0,1.0,2460423.375669,0.00185,-0.00185,0,1,0.3524597,5e-07,-5e-07,0,1,0.578,0.122,-0.122,0,1,305.0,48.494,-48.494,0,1,1.76224,0.164694,-0.164694,0,1,1844.98,1825.0,9.75874,0.006,-0.006,0,1,101.251,0.2835,-0.2835,0,1,5432.0,126.1,-126.1,0,1,4.51,0.08,-0.08,0,1,0.9,0.05,-0.05,0,1,2020-09-23 20:39:02,2024-07-26 10:08:01,1.0,14.635004844290656,0.0179637104994903,30.21496400791173,0.0683293248372319,3134.574610573418,1.8037217046285832,0.3359720176730486,0.038089374374494,0
1509,2266.01,2266,8348911,8348911.01,1,CP,16h21m07.21s,245.28004,+31d34m37.35s,31.577041,47.468,0.069,-0.069,0.0,1.0,37.877,0.097,-0.097,0.0,1.0,2458957.9252,0.001651,-0.001651,0,1,2.326343,1.45e-05,-1.45e-05,0,1,1.2195051,0.2230184,-0.2230184,0,1,4153.6144436,670.6309,-670.6309,0,1,1.9763187,0.2668421,-0.2668421,0,1,15.1203939,502.933455,13.5042,0.008,-0.008,0,1,51.6004,0.1294,-0.1294,0,1,3244.0,157.0,-157.0,0,1,4.97167,0.0114808,-0.0114808,0,1,0.261162,0.0078626,-0.0078626,0,1,2020-09-30 13:26:55,2025-04-20 12:03:53,1.0,45.78269660372885,0.0694257365933155,52.8481111321151,0.0218423132358383,95963.06424495016,0.1487513172688531,0.1550349737977805,0.0164719942111681,0
1510,2267.01,2267,459837008,459837008.01,1,CP,04h20m14.76s,65.061496,+84d54m02.97s,84.900824,192.45,2.0,-2.0,0.0,1.0,-218.94,2.0,-2.0,0.0,1.0,2458816.152459,0.000833,-0.000833,0,1,3.4950422,8.7e-06,-8.7e-06,0,1,1.0311342,0.112701,-0.112701,0,1,2004.426903,204.97464,-204.97464,0,1,1.2734423,0.1111988,-0.1111988,0,1,6.0694989,400.3206181,12.2591,0.007,-0.007,0,1,273.696,2.504,-2.504,0,1,3022.0,157.0,-157.0,0,1,4.99625,0.013126,-0.013126,0,1,0.242745,0.0079963,-0.0079963,0,1,2020-09-30 13:26:55,2025-08-20 12:05:05,1.0,81.34829860167572,0.0481285170888543,43.41901032102036,0.0122928200981378,538326.0824251247,0.1054019576678683,0.1324687683984116,0.0250236249975769,0
1512,2267.03,2267,459837008,459837008.03,3,CP,04h20m14.76s,65.061496,+84d54m02.97s,84.900824,192.45,2.0,-2.0,0.0,1.0,-218.94,2.0,-2.0,0.0,1.0,2458818.073212,0.000847,-0.000847,0,1,2.2891027,1e-05,-1e-05,0,1,0.8344032,0.4836109,-0.4836109,0,1,1384.622855,206.64485,-206.64485,0,1,0.9131404,1.3255601,-1.3255601,0,1,10.6709326,460.9675388,12.2591,0.007,-0.007,0,1,273.696,2.504,-2.504,0,1,3022.0,157.0,-157.0,0,1,4.99625,0.013126,-0.013126,0,1,0.242745,0.0079963,-0.0079963,0,1,2022-02-28 23:51:56,2025-08-20 12:05:05,1.0,65.84162764476454,0.03451125610161,44.59537158642755,0.0151879598936299,285431.3522864936,0.1397569587621998,0.1525372398411648,0.0172858800860917,0
1522,2274.01,2274,289164482,289164482.01,1,CP,18h29m50.23s,277.459311,+40d32m29.08s,40.541412,-14.919,0.044,-0.044,0.0,1.0,88.063,0.043,-0.043,0.0,1.0,2458685.367259,0.00063,-0.00063,0,1,2.6796164,7.2e-06,-7.2e-06,0,1,0.9028948,0.2374337,-0.2374337,0,1,827.5423687,82.70964,-82.70964,0,1,1.8334769,1.874735,-1.874735,0,1,83.7078249,771.4561825,10.3543,0.007,-0.007,0,1,48.876,0.05795,-0.05795,0,1,3943.0,157.0,-157.0,0,1,4.62547,0.0112025,-0.0112025,0,1,0.63072,0.0185106,-0.0185106,0,1,2020-09-30 13:26:55,2025-04-20 12:03:53,1.0,71.22733855594251,0.0266693445440539,31.860894699248323,0.014039553074338,361360.0611714668,0.3269300577449705,0.1956520878772508,0.0597131852464995,0
1529,228.01,228,77044471,77044471.01,1,KP,23h54m14.12s,358.558844,-30d00m46.94s,-30.013038,20.321,0.048,-0.048,0.0,1.0,-2.07,0.033,-0.033,0.0,1.0,2459089.518331,0.001788,-0.001788,0,1,2.6865041,5.3e-06,-5.3e-06,0,1,2.5524772,0.087448,-0.087448,0,1,12250.4189724,340.39734,-340.39734,0,1,13.7470239,0.3625193,-0.3625193,0,1,994.8105653,1432.3687809,13.2576,0.007,-0.007,0,1,757.044,13.4985,-13.4985,0,1,5738.0,131.1,-131.1,0,1,4.23836,0.0853377,-0.0853377,0,1,1.18274,0.06,-0.06,0,1,2018-11-29 21:52:42,2021-12-08 16:02:02,1.0,25.260205419268782,0.1066333135947891,43.36242878646768,0.0395879599315209,16117.98079333718,0.6120181188553274,0.249628578058557,0.0609692625557164,0
