rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,target,eng_period_duration_ratio,eng_prad_srad_ratio,eng_transit_shape,eng_duration_period_ratio,eng_stellar_density,eng_transit_probability,eng_temp_ratio,eng_signal_quality,eng_habitable_zone
48,1041.01,1041,385624852,385624852.01,1,FP,09h13m36.54s,138.402252,-55d11m52.48s,-55.19791,-14.189,0.065,-0.065,0.0,1.0,14.261,0.058,-0.058,0.0,1.0,2459261.801216,0.0004,-0.0004,0,1,8.30792,0.00037,-0.00037,0,1,3.228,0.089,-0.089,0,1,8350.0,160.238,-160.238,0,1,43.1068,4.42399,-4.42399,0,1,2276.25,1924.0,8.0981,0.006,-0.006,0,1,305.034,2.981,-2.981,0,1,9081.0,173.2,-173.2,0,1,3.83,0.07,-0.07,0,1,3.05,0.09,-0.09,0,1,2019-07-24 18:44:12,2021-10-29 12:59:15,0.0,61.76892193308549,0.1296640096255076,28.308034204611317,0.0161893711061252,235673.1272490292,0.74354108142188,0.211870939323863,4.81333928463042,0
50,1043.01,1043,90448944,90448944.01,1,FP,08h33m12.56s,128.302319,-52d42m51.13s,-52.714202,-9.496,0.051,-0.051,0.0,1.0,14.659,0.045,-0.045,0.0,1.0,2459985.770425,0.003745,-0.003745,0,1,1.4415577,7.4e-06,-7.4e-06,0,1,2.349,0.682,-0.682,0,1,507.0,54.9645,-54.9645,0,1,3.61078,0.26004,-0.26004,0,1,16861.8,3174.0,9.5719,0.006,-0.006,0,1,208.055,1.1015,-1.1015,0,1,6902.0,135.7,-135.7,0,1,4.25,0.09,-0.09,0,1,1.52,0.06,-0.06,0,1,2019-07-24 18:44:12,2024-09-09 10:08:01,0.0,14.728558876117496,0.0217936986962819,9.585636653212177,0.0678953051965939,3195.072854288342,1.1911201395956488,0.4598667053028107,0.0752052153734599,0
52,1045.01,1045,54044474,54044474.01,1,FP,10h39m33.05s,159.887704,-32d30m42.77s,-32.51188,-34.609,0.053,-0.053,0.0,1.0,14.667,0.057,-0.057,0.0,1.0,2459301.544126,0.000611,-0.000611,0,1,3.7039994,3.7e-06,-3.7e-06,0,1,4.277,0.599,-0.599,0,1,7590.0,1.22092,-1.22092,0,1,17.57,0.746573,-0.746573,0,1,3546.13,2149.0,9.6306,0.006,-0.006,0,1,300.696,3.3695,-3.3695,0,1,7013.8,299.6,-299.6,0,1,4.21,0.44,-0.44,0,1,1.9,0.08,-0.08,0,1,2019-07-24 18:44:12,2021-12-07 16:02:02,0.0,20.784658779518352,0.0848382423949782,20.36955951800281,0.0481124088015061,8979.015005531919,0.793669447788954,0.3063959622458581,1.0666004827111957,0
53,1046.01,1046,309787037,309787037.01,1,FP,08h25m40.67s,126.419468,-60d54m27.05s,-60.907514,-1.536,0.058,-0.058,0.0,1.0,-9.979,0.048,-0.048,0.0,1.0,2460177.867195,0.001123,-0.001123,0,1,1.3042553,2e-06,-2e-06,0,1,1.706,0.213,-0.213,0,1,914.0,628.954,-628.954,0,1,9.36472,1.30647,-1.30647,0,1,26944.7,3569.0,10.0119,0.006,-0.006,0,1,301.298,2.496,-2.496,0,1,6762.0,130.2,-130.2,0,1,4.11,0.08,-0.08,0,1,1.75,0.07,-0.07,0,1,2019-07-24 18:44:12,2024-09-19 10:08:01,0.0,18.348257444314186,0.0490942070773263,17.721238520317673,0.0545010883477593,6177.097769033301,1.4659853890921657,0.5278024253179533,0.0904036979797809,0
54,1047.01,1047,370745311,370745311.01,1,FP,09h38m19.57s,144.581535,-67d30m18.35s,-67.505097,-35.412,0.104,-0.104,0.0,1.0,24.084,0.128,-0.128,0.0,1.0,2458544.79061,0.00092,-0.00092,0,1,0.62627,2e-05,-2e-05,0,1,0.666,0.169,-0.169,0,1,1880.0,68.5212,-68.5212,0,1,5.72162,0.894462,-0.894462,0,1,3235.57,2101.0,10.2355,0.006,-0.006,0,1,134.926,1.0555,-1.0555,0,1,5622.0,131.2,-131.2,0,1,4.5,0.07,-0.07,0,1,0.93,0.05,-0.05,0,1,2019-07-24 18:44:12,2021-10-29 12:59:15,0.0,22.568288288288286,0.0564429318338758,65.10355371975615,0.0443099621568971,11494.65292838237,1.2705015805418516,0.3737104233368908,0.1513414355883158,0
55,1048.01,1048,384549882,384549882.01,1,FP,09h06m06.65s,136.527702,-54d54m14.12s,-54.903922,-10.863,0.096,-0.096,0.0,1.0,7.063,0.089,-0.089,0.0,1.0,2458518.376,0.00075,-0.00075,0,1,0.30412,1e-05,-1e-05,0,1,0.748,0.1,-0.1,0,1,1330.0,3.83107,-3.83107,0,1,10.417,0.668057,-0.668057,0,1,280833.0,6413.0,8.802,0.006,-0.006,0,1,440.426,9.484,-9.484,0,1,11892.0,235.8,-235.8,0,1,4.14,0.07,-0.07,0,1,2.52,0.09,-0.09,0,1,2019-07-24 18:44:12,2021-10-29 12:59:15,0.0,9.757860962566845,0.0379241298966069,48.755568258851525,0.10248147661011,929.1030312437232,5.5723350248277175,0.5392700975445678,0.4009143866091693,0
56,1049.01,1049,16288184,16288184.01,1,KP,16h55m04.52s,253.768848,-28d42m38.1s,-28.710584,-8.568,0.1,-0.1,0.0,1.0,-5.562,0.055,-0.055,0.0,1.0,2459363.821393,0.000699,-0.000699,0,1,2.1805277,2.7e-06,-2.7e-06,0,1,2.969175,0.040721,-0.040721,0,1,16340.1353205,426.89557,-426.89557,0,1,16.808853,0.8821375,-0.8821375,0,1,1770.4650539,1654.404068,11.0657,0.006,-0.006,0,1,314.995,7.0655,-7.0655,0,1,6599.0,200.0,-200.0,0,1,4.21017,1.96411,-1.96411,0,1,1.2714601,0.0635578,-0.0635578,0,1,2019-07-15 19:20:04,2022-03-30 16:02:02,1.0,17.625321781302887,0.1212854894545717,43.05187089209047,0.0567365528078363,5475.340896135007,0.7561274371442228,0.2507052686770722,0.6123160577833183,0
57,105.01,105,144065872,144065872.01,1,KP,22h29m49.88s,337.457824,-48d00m11.16s,-48.003099,91.976,0.052,-0.052,0.0,1.0,-6.861,0.069,-0.069,0.0,1.0,2459084.58501,0.00011,-0.00011,0,1,2.1846669,5e-07,-5e-07,0,1,2.86528,0.0090748,-0.0090748,0,1,11708.0228549,34.928566,-34.928566,0,1,13.7028527,0.6619751,-0.6619751,0,1,1362.1381428,1549.4409801,9.4995,0.006,-0.006,0,1,137.544,0.7905,-0.7905,0,1,5630.0,131.1,-131.1,0,1,4.37759,0.0853377,-0.0853377,0,1,1.23824,0.0596985,-0.0596985,0,1,2018-09-05 18:49:20,2025-03-25 16:00:01,1.0,18.29908616260889,0.1015265578192664,37.763715088386775,0.0546475376482642,6127.568940834434,0.7354412921870926,0.2752115417584369,1.8564513025859573,0
58,1050.01,1050,66818296,66818296.01,1,KP,15h59m50.94s,239.962248,-28d03m42.46s,-28.061794,-8.1,0.102,-0.102,0.0,1.0,-9.639,0.055,-0.055,0.0,1.0,2459355.54563,0.000257,-0.000257,0,1,3.7354838,2.1e-06,-2.1e-06,0,1,4.142,0.045,-0.045,0,1,17030.0,0.271732,-0.271732,0,1,21.2315,1.19579,-1.19579,0,1,1292.19,1670.0,11.0261,0.006,-0.006,0,1,405.908,8.6,-8.6,0,1,6650.0,131.1,-131.1,0,1,4.1639,0.0853377,-0.0853377,0,1,1.57,0.09,-0.09,0,1,2019-07-15 19:20:05,2022-10-05 10:10:01,1.0,21.644522259777883,0.1240664991526909,31.50628733512278,0.0462010659324324,10140.141453428036,0.6521313533997237,0.2511278195488722,0.6618729738306741,0
60,1052.01,1052,317060587,317060587.01,1,CP,22h30m02.47s,337.510274,-75d38m47.62s,-75.646561,-63.327,0.046,-0.046,0.0,1.0,-1.942,0.044,-0.044,0.0,1.0,2458332.941229,0.002642,-0.002642,0,1,9.139804,0.0001109,-0.0001109,0,1,3.0912936,0.6627002,-0.6627002,0,1,358.4157801,33.721474,-33.721474,0,1,3.0629855,2.8175755,-2.8175755,0,1,243.011763,1006.9932829,9.0197,0.006,-0.006,0,1,129.804,0.5575,-0.5575,0,1,5958.2,76.0,-76.0,0,1,4.34,0.12,-0.12,0,1,1.58,0.165123,-0.165123,0,1,2019-08-16 20:20:47,2023-07-24 12:03:31,1.0,70.95906257496861,0.017785306584601,6.124255577232885,0.0140926326210058,357292.260213544,0.3614369082355033,0.1690096476956127,0.088411166814717,0
61,1053.01,1053,112395568,112395568.01,1,FP,19h23m54.51s,290.977117,-33d21m05.1s,-33.351416,-18.692,0.065,-0.065,0.0,1.0,-8.192,0.059,-0.059,0.0,1.0,2458657.999179,0.001553,-0.001553,0,1,5.742625,0.000621,-0.000621,0,1,2.860293,0.230499,-0.230499,0,1,1105.760867,87.92673,-87.92673,0,1,13.088532,3.636668,-3.636668,0,1,504.879,1265.0,8.8849,0.006,-0.006,0,1,263.729,2.8735,-2.8735,0,1,5664.0,188.0,-188.0,0,1,3.26574,0.355261,-0.355261,0,1,3.86959,0.644568,-0.644568,0,1,2019-08-16 20:20:42,2024-09-19 10:08:01,0.0,48.18492371236093,0.0310312656455484,11.62572604576263,0.0207533793343636,111875.12335986682,1.206677775125317,0.223340395480226,0.3088170116903013,0
62,1054.01,1054,366989877,366989877.01,1,CP,20h08m27.4s,302.114174,-54d19m03s,-54.317501,1.594,0.054,-0.054,0.0,1.0,-15.903,0.049,-0.049,0.0,1.0,2460122.700139,0.019948,-0.019948,0,1,15.5077855,0.0002372,-0.0002372,0,1,4.565,0.427,-0.427,0,1,513.0,25.4443,-25.4443,0,1,2.43432,0.142957,-0.142957,0,1,88.0718,853.0,8.4362,0.006,-0.006,0,1,88.4343,0.28175,-0.28175,0,1,6122.0,194.0,-194.0,0,1,4.30881,0.268555,-0.268555,0,1,1.17,0.05,-0.05,0,1,2019-08-16 20:20:48,2023-09-14 16:02:01,1.0,81.53052617743703,0.0190882145377558,4.961556036322508,0.0122653446124421,541951.8903714049,0.1881421076476182,0.1393335511270826,0.216589483237876,0
63,1055.01,1055,320004517,320004517.01,1,CP,19h33m08.79s,293.286615,-54d31m57.82s,-54.532728,108.439,0.074,-0.074,0.0,1.0,-82.632,0.052,-0.052,0.0,1.0,2458661.062711,0.000867,-0.000867,0,1,17.4713078,1.76e-05,-1.76e-05,0,1,4.4284819,0.0990118,-0.0990118,0,1,1199.7541483,28.872627,-28.872627,0,1,3.5766828,0.2409907,-0.2409907,0,1,53.3700317,689.3568807,8.0888,0.006,-0.006,0,1,57.2651,0.18695,-0.18695,0,1,5783.54,7.82429,-7.82429,0,1,4.49925,0.019231,-0.019231,0,1,0.974669,0.0546984,-0.0546984,0,1,2019-08-16 20:20:47,2024-10-01 10:08:01,1.0,94.6851306313344,0.0336664074364987,7.821521728693365,0.0105613203819044,848878.1363013808,0.1447572119610515,0.1191928958215902,0.6975450484960853,0
68,106.01,106,38846515,38846515.01,1,KP,04h35m50.36s,68.959816,-64d01m37.34s,-64.027039,10.845,0.035,-0.035,0.0,1.0,-0.499,0.052,-0.052,0.0,1.0,2460201.638583,0.000127,-0.000127,0,1,2.8493825,3e-07,-3e-07,0,1,3.567,0.053,-0.053,0,1,8049.0,25.0232,-25.0232,0,1,16.3869,0.734704,-0.734704,0,1,2005.83,1864.0,10.3157,0.006,-0.006,0,1,364.411,2.729,-2.729,0,1,6900.0,131.1,-131.1,0,1,4.438,0.0853377,-0.0853377,0,1,1.77,0.08,-0.08,0,1,2019-05-07 17:42:35,2023-11-16 16:02:02,1.0,19.17162321278385,0.0849370237910122,25.151729540069397,0.0521604242322678,7046.551902573969,0.8806555935813556,0.2701449275362318,0.601813502353194,0
70,1061.01,1061,253990973,253990973.01,1,FP,18h58m45.34s,284.688908,-41d14m32.94s,-41.242483,24.978,0.089,-0.089,0.0,1.0,-71.79,0.091,-0.091,0.0,1.0,2458654.253249,0.003078,-0.003078,0,1,0.540933,0.000107,-0.000107,0,1,1.674337,0.329757,-0.329757,0,1,257.347459,27.641214,-27.641214,0,1,2.28501,0.57323,-0.57323,0,1,504.879,1265.0,9.7345,0.006,-0.006,0,1,133.171,0.6935,-0.6935,0,1,5525.0,186.0,-186.0,0,1,4.25342,0.29667,-0.29667,0,1,1.21935,0.16458,-0.16458,0,1,2019-08-16 20:20:44,2021-10-29 12:59:15,0.0,7.753750887664789,0.0171922700581562,9.581137387505663,0.1289698385320671,466.1605652318008,1.8366767629855103,0.2289592760180995,0.0328639593299361,0
71,1062.01,1062,299799658,299799658.01,1,CP,02h32m29.03s,38.120968,-78d01m25.26s,-78.023683,107.847,0.045,-0.045,0.0,1.0,30.732,0.042,-0.042,0.0,1.0,2460177.200429,0.001332,-0.001332,0,1,4.1150576,5.6e-06,-5.6e-06,0,1,1.08,0.323,-0.323,0,1,487.0,50.8548,-50.8548,0,1,2.30057,0.16833,-0.16833,0,1,77.3573,826.0,9.478,0.006,-0.006,0,1,82.1733,0.1632,-0.1632,0,1,5394.0,185.0,-185.0,0,1,4.50942,0.276077,-0.276077,0,1,0.89,0.05,-0.05,0,1,2019-08-16 20:20:47,2023-10-16 16:02:02,1.0,91.44572444444444,0.0237147716730234,20.433404158068434,0.0109354483883773,764698.4579120759,0.3465820457915753,0.1531331108639228,0.0787642172174527,0
73,1064.01,1064,79748331,79748331.01,1,CP,19h44m00.94s,296.003935,-47d33m43.31s,-47.56203,-3.457,0.124,-0.124,0.0,1.0,-100.891,0.072,-0.072,0.0,1.0,2458656.668478,0.001185,-0.001185,0,1,6.4438657,1.65e-05,-1.65e-05,0,1,1.9309449,0.3014965,-0.3014965,0,1,1121.9512275,76.157646,-76.157646,0,1,2.460344,1.638728,-1.638728,0,1,60.831305,712.2812841,10.0059,0.006,-0.006,0,1,68.0726,0.362,-0.362,0,1,4803.0,178.0,-178.0,0,1,4.52079,2.00348,-2.00348,0,1,0.737189,0.0567035,-0.0567035,0,1,2019-08-16 20:20:42,2024-04-25 10:08:01,1.0,80.09176067116155,0.0306189637972789,17.346709588720284,0.0124856788216427,513763.8264639138,0.212886371243398,0.1482992471580262,0.1115870966752419,0
74,1064.02,1064,79748331,79748331.02,2,CP,19h44m00.94s,296.003935,-47d33m43.31s,-47.56203,-3.457,0.124,-0.124,0.0,1.0,-100.891,0.072,-0.072,0.0,1.0,2458664.490132,0.001696,-0.001696,0,1,12.2265595,2.69e-05,-2.69e-05,0,1,2.1904379,0.4219775,-0.4219775,0,1,1206.3693293,86.60944,-86.60944,0,1,2.6014766,1.7533404,-1.7533404,0,1,25.8970378,575.3502049,10.0059,0.006,-0.006,0,1,68.0726,0.362,-0.362,0,1,4803.0,178.0,-178.0,0,1,4.52079,2.00348,-2.00348,0,1,0.737189,0.0567035,-0.0567035,0,1,2019-08-16 20:20:42,2024-04-25 10:08:01,1.0,133.96290668637536,0.032375358012891,15.85656814709684,0.0074647529285187,2404106.410448025,0.1389022676270321,0.1197897574224443,0.1199831576231738,0
75,1065.01,1065,7088246,7088246.01,1,KP,19h05m28.02s,286.36675,-50d04m02.46s,-50.06735,7.315,0.037,-0.037,0.0,1.0,-0.862,0.029,-0.029,0.0,1.0,2458654.347994,0.002094,-0.002094,0,1,2.160344,0.000276,-0.000276,0,1,1.828854,0.14481,-0.14481,0,1,19357.992992,1487.6189,-1487.6189,0,1,22.503541,17.500204,-17.500204,0,1,504.879,1265.0,13.2851,0.006,-0.006,0,1,639.004,9.4715,-9.4715,0,1,5780.0,131.1,-131.1,0,1,4.32928,0.0853377,-0.0853377,0,1,1.2,0.06,-0.06,0,1,2019-08-16 20:20:41,2021-10-29 12:59:15,1.0,28.350134018352477,0.1720454204892966,76.07660572280227,0.0352732018604444,22785.85601722347,0.7180686593122698,0.2188581314878892,0.0939334618623717,0
76,1066.01,1066,201604954,201604954.01,1,KP,19h00m23.16s,285.096517,-54d53m36.03s,-54.893341,3.99,0.054,-0.054,0.0,1.0,-37.19,0.042,-0.042,0.0,1.0,2458657.832537,0.001239,-0.001239,0,1,4.606184,0.000392,-0.000392,0,1,3.121643,0.078877,-0.078877,0,1,13793.034867,1031.5532,-1031.5532,0,1,12.962219,0.582183,-0.582183,0,1,504.879,1265.0,11.9707,0.006,-0.006,0,1,353.891,4.919,-4.919,0,1,5670.0,131.1,-131.1,0,1,4.3925,0.0853377,-0.0853377,0,1,1.07,0.06,-0.06,0,1,2019-08-16 20:20:44,2021-10-29 12:59:15,1.0,35.41353575665122,0.1111396638943667,37.62241612135556,0.0282377903994571,44412.77086650951,0.3865060141537758,0.2231040564373897,0.2245845281859386,0
77,1067.01,1067,201642601,201642601.01,1,KP,19h14m41.28s,288.672005,-59d34m45.66s,-59.57935,3.125,0.031,-0.031,0.0,1.0,6.146,0.029,-0.029,0.0,1.0,2458656.987874,0.000501,-0.000501,0,1,3.1316735,3.3e-06,-3.3e-06,0,1,2.4579197,0.0815638,-0.0815638,0,1,14915.6943722,307.91364,-307.91364,0,1,9.4995191,0.3442331,-0.3442331,0,1,148.6544991,890.5622134,13.1686,0.006,-0.006,0,1,263.609,1.659,-1.659,0,1,4351.0,167.0,-167.0,0,1,4.438,0.0853377,-0.0853377,0,1,0.76701,0.06,-0.06,0,1,2019-08-16 20:20:44,2024-03-14 16:54:32,1.0,30.57877114537143,0.1136250523150243,49.68828960976199,0.0327024259819337,28593.02381045277,0.358330169166203,0.204679892760285,0.080575586604137,0
78,1068.01,1068,6663331,6663331.01,1,KP,18h57m35.94s,284.399762,-49d08m18.65s,-49.138513,11.096,0.044,-0.044,0.0,1.0,-5.764,0.042,-0.042,0.0,1.0,2458656.633231,0.001251,-0.001251,0,1,3.180362,0.000247,-0.000247,0,1,2.111521,0.106258,-0.106258,0,1,21192.463324,682.47424,-682.47424,0,1,13.446487,0.600679,-0.600679,0,1,504.879,1265.0,13.2887,0.006,-0.006,0,1,535.383,7.8145,-7.8145,0,1,5498.0,131.1,-131.1,0,1,4.47934,0.0853377,-0.0853377,0,1,0.92,0.06,-0.06,0,1,2019-08-16 20:20:41,2021-10-29 12:59:15,1.0,36.14867576500541,0.1340894196250498,68.94381558760641,0.027663530650494,47236.44194491678,0.4254058490418423,0.2300836667879228,0.1024947074635049,0
79,1069.01,1069,31858843,31858843.01,1,KP,19h17m55.01s,289.479212,-32d51m36.45s,-32.860124,-16.778,0.108,-0.108,0.0,1.0,-31.803,0.089,-0.089,0.0,1.0,2460147.378764,0.000256,-0.000256,0,1,2.9776446,8e-07,-8e-07,0,1,2.962,0.099,-0.099,0,1,13022.0,123.052,-123.052,0,1,14.4339,0.765765,-0.765765,0,1,758.324,1461.0,10.4293,0.006,-0.006,0,1,197.996,3.038,-3.038,0,1,5703.0,188.0,-188.0,0,1,4.25824,0.298282,-0.298282,0,1,1.22,0.06,-0.06,0,1,2019-08-16 20:20:41,2023-10-16 16:02:02,1.0,24.126762457798783,0.1085418859978944,38.525988558274,0.0414477492265754,14044.204511877746,0.589446767144364,0.2561809573908469,0.8769153878433742,0
80,107.01,107,92352620,92352620.01,1,KP,20h55m07.98s,313.783239,-34d08m08.7s,-34.135751,26.376,0.078,-0.078,0.0,1.0,-44.947,0.059,-0.059,0.0,1.0,2460176.993334,0.000449,-0.000449,0,1,3.9502008,2.6e-06,-2.6e-06,0,1,4.444,0.046,-0.046,0,1,13914.0,95.9899,-95.9899,0,1,20.5357,0.899664,-0.899664,0,1,1009.38,1570.0,9.6433,0.006,-0.006,0,1,211.211,2.4835,-2.4835,0,1,6153.0,131.1,-131.1,0,1,4.18077,0.0853377,-0.0853377,0,1,1.71,0.07,-0.07,0,1,2018-09-05 18:49:20,2023-11-15 16:02:02,1.0,21.333217641764172,0.1101759751059606,26.543118701175743,0.0468752542064865,9708.879080337889,0.6843054444234924,0.2551600845116203,1.9325556067412173,0
81,1070.01,1070,31858844,31858844.01,1,FP,19h17m54.85s,289.478541,-32d51m40.78s,-32.861327,-1.648,0.055,-0.055,0.0,1.0,-4.3915,0.052,-0.052,0.0,1.0,2458655.579241,0.000532,-0.000532,0,1,2.9776152,9.78e-05,-9.78e-05,0,1,3.25697,0.030226,-0.030226,0,1,43218.111683,416.72778,-416.72778,0,1,26.88423,0.196978,-0.196978,0,1,873.27,1386.5,15.7114,0.023,-0.023,0,1,273.696,2.504,-2.504,0,1,5740.0,131.1,-131.1,0,1,4.29219,0.0853377,-0.0853377,0,1,1.28,0.06,-0.06,0,1,2019-08-16 20:20:41,2021-10-29 12:59:15,0.0,21.9414869648784,0.1926908686926605,63.82916093186572,0.0455757625543197,10563.264841836371,0.6184400232301359,0.2415505226480836,0.0224442856546569,0
82,1071.01,1071,120247528,120247528.01,1,KP,18h40m44.2s,280.184169,-58d27m33.8s,-58.459388,-27.094,0.052,-0.052,0.0,1.0,-30.897,0.048,-0.048,0.0,1.0,2458655.394059,0.000376,-0.000376,0,1,3.5544026,2e-06,-2e-06,0,1,2.0550535,0.0377042,-0.0377042,0,1,10164.8753396,290.74887,-290.74887,0,1,13.200677,0.7620152,-0.7620152,0,1,515.0014435,1214.9876435,11.5803,0.006,-0.006,0,1,290.198,2.937,-2.937,0,1,5639.0,188.0,-188.0,0,1,4.37172,2.00387,-2.00387,0,1,1.11499,0.0591758,-0.0591758,0,1,2019-08-16 20:20:42,2025-08-29 16:00:02,1.0,41.51019056194888,0.108617232836498,49.06003977031564,0.0240904699897154,71526.04001602794,0.478732847651277,0.2154615434474197,0.2371275733099942,0
83,1072.01,1072,140830390,140830390.01,1,FP,05h02m30.55s,75.627307,-72d54m50.39s,-72.913998,1.679,0.043,-0.043,0.0,1.0,32.797,0.04,-0.04,0.0,1.0,2459211.732146,0.002195,-0.002195,0,1,12.8379689,0.0031236,-0.0031236,0,1,9.8464123,0.1878411,-0.1878411,0,1,10539.0192794,361.00934,-361.00934,0,1,25.4886382,1.376776,-1.376776,0,1,374.129,1225.0,11.7106,0.006,-0.006,0,1,703.878,10.696,-10.696,0,1,5765.0,189.0,-189.0,0,1,4.34773,2.00358,-2.00358,0,1,2.4494,0.11699,-0.11699,0,1,2019-08-16 20:20:43,2021-10-29 12:59:15,0.0,31.29172781034164,0.0954685708464083,10.426104713610767,0.0319573277020998,30639.990880469268,0.4467475375000986,0.212489158716392,0.2180520625355125,0
84,1073.01,1073,158297421,158297421.01,1,CP,19h09m56.26s,287.484402,-49d39m53.79s,-49.664942,3.827,0.058,-0.058,0.0,1.0,4.878,0.038,-0.038,0.0,1.0,2459036.472812,0.001293,-0.001293,0,1,3.9228016,1.22e-05,-1.22e-05,0,1,1.8736007,0.0798146,-0.0798146,0,1,31510.9004906,1047.8658,-1047.8658,0,1,13.3368705,0.4312808,-0.4312808,0,1,91.167589,788.0973496,13.6699,0.006,-0.006,0,1,300.67,3.806,-3.806,0,1,4444.0,168.0,-168.0,0,1,4.438,0.0853377,-0.0853377,0,1,0.6983,0.06,-0.06,0,1,2019-08-16 20:20:43,2021-12-09 10:10:02,1.0,50.24936124330014,0.1752206932432237,94.7443601457612,0.0199007504823423,126879.55198473897,0.2807444284671486,0.1773396376237623,0.1072755659082941,0
86,1075.01,1075,351601843,351601843.01,1,CP,20h39m53.09s,309.971209,-65d26m58.92s,-65.449699,-99.737,0.023,-0.023,0.0,1.0,-59.95,0.039,-0.039,0.0,1.0,2458654.249503,0.000554,-0.000554,0,1,0.6047392,5.6e-06,-5.6e-06,0,1,1.0403847,0.2214539,-0.2214539,0,1,1027.6833479,64.46101,-64.46101,0,1,1.8625587,1.4926332,-1.4926332,0,1,528.0253155,1222.5973095,11.1186,0.007,-0.007,0,1,61.4592,0.09435,-0.09435,0,1,4046.0,170.0,-170.0,0,1,4.60963,0.230678,-0.230678,0,1,0.580337,0.0172756,-0.0172756,0,1,2019-08-16 20:20:48,2024-09-09 10:08:01,1.0,13.950359708288676,0.0294444340019899,30.813121963071904,0.0716827394354458,2714.9148808117616,0.8115242705809586,0.3021743226643598,0.0366791547865835,0
87,1076.01,1076,360742636,360742636.01,1,KP,19h38m32.09s,294.633694,-55d19m48.97s,-55.330269,5.382,0.051,-0.051,0.0,1.0,-38.112,0.047,-0.047,0.0,1.0,2458654.163257,0.000119,-0.000119,0,1,2.5495611,7e-07,-7e-07,0,1,2.6173308,0.0193336,-0.0193336,0,1,14921.4021936,81.960434,-81.960434,0,1,12.9171288,0.6510275,-0.6510275,0,1,757.1284067,1337.8645148,11.2474,0.006,-0.006,0,1,248.46,2.1455,-2.1455,0,1,5659.0,131.1,-131.1,0,1,4.44653,0.0853377,-0.0853377,0,1,1.03997,0.0519397,-0.0519397,0,1,2019-08-16 20:20:48,2024-09-09 10:08:01,1.0,23.37857576122972,0.1139511416746054,46.67090285257561,0.0427742053328316,12777.74304328324,0.5572420251557135,0.2364135915886199,0.4729874707080485,0
89,1078.01,1078,370133522,370133522.01,1,CP,20h27m42.88s,306.928646,-56d27m44.23s,-56.462287,424.414,0.073,-0.073,0.0,1.0,-1230.62,0.073,-0.073,0.0,1.0,2458654.10332,0.000362,-0.000362,0,1,0.5182425,4.2e-06,-4.2e-06,0,1,0.8565249,0.0753501,-0.0753501,0,1,831.8920424,40.76848,-40.76848,0,1,1.3485121,0.0900143,-0.0900143,0,1,255.1405815,1019.3295979,10.1165,0.007,-0.007,0,1,20.373,0.0192,-0.0192,0,1,3325.0,102.0,-102.0,0,1,4.88693,0.098941,-0.098941,0,1,0.390989,0.0117402,-0.0117402,0,1,2019-08-16 20:20:48,2024-09-09 10:08:01,1.0,14.521259101749408,0.0316419915706115,33.67390576131236,0.0688645518266062,3062.0538478356902,0.6060045087953331,0.3065652926015037,0.0747251800257243,0
91,108.01,108,289793076,289793076.01,1,KP,21h07m50.76s,316.96148,-26d05m48.19s,-26.09672,3.479,0.063,-0.063,0.0,1.0,-10.313,0.038,-0.038,0.0,1.0,2458328.08383,0.000439,-0.000439,0,1,3.0440541,4.3e-06,-4.3e-06,0,1,2.5984575,0.0611654,-0.0611654,0,1,22236.0165376,490.51093,-490.51093,0,1,12.1086799,0.2679916,-0.2679916,0,1,315.9871326,1075.3184542,13.163,0.01,-0.01,0,1,421.855,8.339,-8.339,0,1,5523.0,131.1,-131.1,0,1,4.52192,0.0853377,-0.0853377,0,1,0.809868,0.06,-0.06,0,1,2018-09-05 18:49:20,2021-10-29 12:59:15,1.0,28.115641067825816,0.1371690280663248,57.386914683987925,0.0355673910328991,22225.11265792944,0.3855783685808972,0.1946982535216367,0.1207416171765006,0
